108316.98,108451.73,1748525345
108316.97,108454.81,1748525346
108316.98,108460.72,1748525347
108316.97,108458.35,1748525348
108316.97,108459.56,1748525349
108304.34,108460.85,1748525350
108304.34,108457.78,1748525351
108304.34,108461.92,1748525352
108304.34,108457.89,1748525353
108304.35,108463.60,1748525355
108304.34,108470.67,1748525355
108304.35,108468.83,1748525356
108304.35,108469.58,1748525357
108304.34,108473.85,1748525358
108304.34,108475.87,1748525359
108304.34,108472.20,1748525360
108318.19,108475.35,1748525362
108318.19,108474.28,1748525362
108318.18,108479.01,1748525363
108318.19,108475.16,1748525364
108318.18,108470.63,1748525365
108318.19,108464.74,1748525366
108318.19,108465.17,1748525367
108318.18,108466.00,1748525368
108318.19,108466.57,1748525369
108318.19,108464.52,1748525371
108318.18,108468.50,1748525371
108318.18,108468.91,1748525372
108318.19,108470.53,1748525373
108318.18,108466.17,1748525374
108306.52,108467.97,1748525376
108304.34,108469.36,1748525376
108304.34,108468.65,1748525377
108304.34,108467.83,1748525378
108304.35,108468.15,1748525379
108304.34,108463.90,1748525381
108304.34,108469.64,1748525381
108304.34,108466.43,1748525382
108304.34,108465.24,1748525383
108304.35,108467.10,1748525384
108304.35,108472.83,1748525386
108304.34,108469.00,1748525386
108304.34,108468.62,1748525387
108304.35,108472.67,1748525388
108304.35,108466.52,1748525389
108304.34,108462.96,1748525391
108304.34,108456.48,1748525391
108300.01,108460.63,1748525394
108300.02,108453.84,1748525394
108300.01,108452.58,1748525394
108300.01,108455.28,1748525395
108300.02,108456.51,1748525397
108300.01,108455.05,1748525397
108300.02,108462.12,1748525398
108300.01,108468.96,1748525399
108300.00,108466.41,1748525400
108318.18,108472.53,1748525401
108318.19,108474.18,1748525402
108319.99,108477.27,1748525403
108333.33,108471.12,1748525404
108340.79,108462.55,1748525405
108354.38,108463.87,1748525406
108346.00,108454.45,1748525407
108324.80,108451.22,1748525408
108335.08,108445.89,1748525409
108335.08,108453.21,1748525410
108345.83,108447.15,1748525411
108330.44,108434.17,1748525412
108324.79,108425.93,1748525414
108308.03,108446.68,1748525414
108308.04,108445.64,1748525415
108272.73,108443.46,1748525416
108272.72,108454.15,1748525417
108247.44,108458.73,1748525418
108245.31,108448.65,1748525419
108219.83,108443.61,1748525421
108213.37,108427.61,1748525421
108200.97,108446.82,1748525422
108200.97,108454.67,1748525423
108180.86,108461.73,1748525424
108193.74,108442.73,1748525425
108167.30,108478.01,1748525426
108175.30,108507.57,1748525427
108184.98,108504.36,1748525429
108175.76,108522.03,1748525429
108175.75,108476.53,1748525431
108175.75,108521.73,1748525431
108168.00,108532.32,1748525432
108168.00,108581.10,1748525433
108145.54,108621.73,1748525434
108145.54,108572.31,1748525436
108148.79,108629.82,1748525436
